NOMEEMPRESA,PORTE,MEI,CNPJ,DS_LOGRADOURO,DS_NUMERO,DS_COMPLEMENTO,NO_BAIRRO,NR_CEP,NO_MUNICIPIO,DS_ATIVIDADE
NAME00000124,ME,,36408656012400,AV. SANTA LEOPOLDINA,195,LOJA 02,COQUEIRAL DE ITAPARICA,29102375.0,VILA VELHA,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO
NAME00000125,ME,N,36408656012500,AVENIDA LORENZO ZANDONADI,20,SALA 201,VILA BETANEA,29375000.0,VENDA NOVA DO IMIGRANTE,COMPRA E VENDA DE IMÓVEIS PRÓPRIOS
NAME00000126,ME,,36408656012600,RUA MONSENHOR PEDRINHA,1274,,CENTRO,29900158.0,LINHARES,COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
NAME00000127,ME,,36408656012700,RUA UMBELINO PINHEIRO REIS,SN,TERREO,CENTRO,29500000.0,ALEGRE,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS
NAME00000128,EPP,N,36408656012800,AVENIDA NOSSA SENHORA DA PENHA,2796,ED. IMPACTO EMPRESARIAL SALA 1405,SANTA LUÍZA,29045402.0,VITÓRIA,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL; PARTES E PEÇAS
NAME00000129,ME,N,36408656012900,RUA WILTON THALMATURGO SERRÃO,97,ANDAR TERREO,MORADA VALE DO SOL,29280000.0,ICONHA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00000130,ME,S,36408656013000,AVENIDA PRIMEIRA AVENIDA,1253,LOJA 3,PARQUE RESIDENCIAL LARANJEIRAS,29165155.0,SERRA,OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE
NAME00000131,ME,,36408656013100,AV. NOSSA SENHORA DOS NAVEGANTES,825,LOJA 02,,29050335.0,VITÓRIA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000132,ME,N,36408656013200,RUA JOÃO CORRÊA DE LEMOS,95,,VILA GARRIDO,29116250.0,VILA VELHA,APLICAÇÃO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES
NAME00000133,ME,N,36408656013300,AVENIDA PRESIDENTE VARGAS,501,LOJA 02,CENTRO,29260000.0,DOMINGOS MARTINS,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA
NAME00000134,ME,N,36408656013400,RUA DOS CRAVOS,72,,FEU ROSA,29172105.0,SERRA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE ELETRODOMÉSTICOS, MÓVEIS E ARTIGOS DE USO DOMÉSTICO"
NAME00000135,ME,,36408656013500,AV PRESIDENTE VARGAS,1048,,CENTRO,29770000.0,MANTENÓPOLIS,FABRICAÇÃO DE ESQUADRIAS DE METAL
NAME00000136,ME,N,36408656013600,SITIO BOM JARDIM,SN,,ZONA RURAL,29580000.0,DORES DO RIO PRETO,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
NAME00000137,ME,,36408656013700,RUA KK  TEL 222 0455,100,,JARDIM LIMOEIRO,29176798.0,SERRA,FABRICAÇÃO DE EXPLOSIVOS
NAME00000138,EPP,N,36408656013800,AV CELESTE FAE,940,,N S DA CONCEICAO,29900430.0,LINHARES,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES
NAME00000139,ME,,36408656013900,AVENIDA FLORENTINO AVIDOS,51,,CENTRO,29156003.0,CARIACICA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00000140,EPP,N,36408656014000,RUA FIDELINA PEREIRA DA COSTA,14,,N.SENHORA DO ROSARIO DE FATIMA,29160763.0,SERRA,SERVIÇOS DE OPERAÇÃO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS E PESSOAS PARA USO EM OBRAS
NAME00000141,ME,,36408656014100,AV IPIRANGA,13,LOJA 01,INTERLAGOS,29125350.0,VILA VELHA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00000142,EPP,,36408656014200,ESTRADA FAZENDA POSTO DA MONTA,SN,,MORRO GRANDE,29300000.0,CACHOEIRO DE ITAPEMIRIM,"APARELHAMENTO DE PEDRAS PARA CONSTRUÇÃO, EXCETO ASSOCIADO À EXTRAÇÃO"
NAME00000143,EPP,N,36408656014300,RUA ENGENHEIRO FABIO RUSCHI,75,LOJA 1,BENTO FERREIRA,29050670.0,VITÓRIA,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE
NAME00000144,ME,,36408656014400,AVENIDA LUCIANO DAS NEVES,210,"ED. DOM ESTEVAO, SALA 401",CENTRO,29100200.0,VILA VELHA,SERVIÇOS DE ARQUITETURA
NAME00000145,ME,,36408656014500,AVENIDA CARLOS DE MEDEIROS,667,,CENTRO,29730000.0,BAIXO GUANDU,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00000146,ME,N,36408656014600,RUA BELO HORIZONTE,71,LOJA,MEAIPE,29208030.0,GUARAPARI,RESTAURANTES E SIMILARES
NAME00000147,EPP,,36408656014700,PRAÇA JERONIMO MONTEIRO,47,47/49,CENTRO,29300170.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS
NAME00000148,ME,,36408656014800,ROD CACHOEIRO X ATILIO VIVACQUA,S/N,,AEROPORTO,29308843.0,CACHOEIRO DE ITAPEMIRIM,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00000149,ME,,36408656014900,AVENIDA DELIO SILVA BRITO,23,A,SANTA MONICA,29105265.0,VILA VELHA,ATIVIDADES DE CONTABILIDADE
NAME00000150,ME,N,36408656015000,AVENIDA FREDERICO GRULKE,786,A,CENTRO,29645000.0,SANTA MARIA DE JETIBÁ,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000151,EPP,,36408656015100,RUA MONSENHOR PEDRINHA,1349,,CENTRO,29900160.0,LINHARES,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000152,ME,,36408656015200,RUA GERALDO PEREIRA,194,LOJA 01,CENTRO,29700000.0,COLATINA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000153,ME,N,36408656015300,RUA IEDA MARIA BILO,S/N,,SANTA LUZIA,29360000.0,CASTELO,COMÉRCIO ATACADISTA DE CAFÉ EM GRÃO
NAME00000154,ME,,36408656015400,RUA PEDRO II,139,SOBRE LOJA,CENTRO,29176120.0,SERRA,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00000155,ME,,36408656015500,RUA CORONEL SODRE,16,2º ANDAR,CENTRO,29100080.0,VILA VELHA,COMÉRCIO VAREJISTA DE LIVROS
NAME00000156,EPP,N,36408656015600,AVENIDA SIMAO SOARES,863,LOJA  B,BARRA DO ITAPEMIRIM,29345000.0,MARATAÍZES,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000157,ME,,36408656015700,RUA ESTEPHANIA OLIVEIRA SERRA,79,SALA B,CENTRO,29970000.0,PEDRO CANÁRIO,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA
NAME00000158,ME,,36408656015800,RUA NELSON SAMPAIO,234,LOJA 1,GLORIA,29122340.0,VILA VELHA,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00000159,ME,,36408656015900,AV DANILO MONTEIRO DE CASTRO,25,B,CENTRO,29285000.0,PIÚMA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00000160,ME,,36408656016000,VILA MATA FRIA,S/N,,ZONA RURAL,29370000.0,CONCEIÇÃO DO CASTELO,EXTRAÇÃO DE GRANITO E BENEFICIAMENTO ASSOCIADO
NAME00000161,ME,,36408656016100,RUA CONEGO JOAO GUILHERME   TL-721.0239,S/N,,CENTRO,29725000.0,MARILÂNDIA,COMÉRCIO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES
NAME00000162,ME,S,36408656016200,RUA EUDALIO FONTES CORREIA,421,LOJA,NOVO MEXICO,29104010.0,VILA VELHA,EDIÇÃO DE LIVROS
NAME00000163,ME,,36408656016300,RUA UNIAO,66,,ARIBIRI,29120365.0,VILA VELHA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00000164,ME,,36408656016400,RUA ELISEU GASPARINI,27,LOJA B,CENTRO,29295000.0,VARGEM ALTA,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
NAME00000165,ME,N,36408656016500,RUA AUGUSTO NOGUEIRA,97,,ZUMBI,29302120.0,CACHOEIRO DE ITAPEMIRIM,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS
NAME00000166,ME,,36408656016600,RUA JADER PINTO,23,LOJA - FUNDOS,CENTRO,29450000.0,APIACÁ,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA"
NAME00000167,EPP,,36408656016700,AVENIDA MINISTRO SALGADO FILHO,403,LOJA 01,SOTECO,29106010.0,VILA VELHA,TRANSPORTE RODOVIÁRIO DE MUDANÇAS
NAME00000168,ME,,36408656016800,RUA JOAO PRETTI,353,,SAO SILVANO,29706060.0,COLATINA,FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLIMENTO
NAME00000169,ME,N,36408656016900,AVENIDA JOAO QUIUQUI,13,,CENTRO,29795000.0,ÁGUIA BRANCA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00000170,ME,,36408656017000,AV PRESIDENTE KENNEDY,813,,VILA LENIRA,29702210.0,COLATINA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000171,ME,,36408656017100,RUA VEREADOR TITO VALDEMAR VIEIRA,297,,BAMBE,29800000.0,BARRA DE SÃO FRANCISCO,"FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
NAME00000172,ME,N,36408656017200,RUA CORONEL AVANCINI,45,LOJA A,CENTRO,29650000.0,SANTA TERESA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00000173,EPP,N,36408656017300,AVENIDA PADRE ANCHIETA,308, 1 PAVMTO,DOM BOSCO,29147300.0,CARIACICA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000174,ME,N,36408656017400,AV VENANCIO FLORES,1084,,CENTRO,29190010.0,ARACRUZ,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL"
NAME00000175,ME,N,36408656017500,RUA ANTÔNIO LAURINDO ULIANA,323,,BREJAUBINHA,29630000.0,BREJETUBA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00000176,ME,,36408656017600,RUA LINHARES,330,LADO NORTE,GURIRI,29946520.0,SÃO MATEUS,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL"
NAME00000177,EPP,N,36408656017700,RUA PRINCIPAL,S/N,,PONTO ALTO,29260000.0,DOMINGOS MARTINS,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES
NAME00000178,ME,,36408656017800,AV JOSE TOZZI,2013,2  PISO,CENTRO,29931345.0,SÃO MATEUS,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
NAME00000179,ME,,36408656017900,RUA RICARDO SOARES,80,TERREO,GUARANA,29195439.0,ARACRUZ,"FABRICAÇÃO DE ESPECIARIAS, MOLHOS, TEMPEROS E CONDIMENTOS"
NAME00000180,ME,N,36408656018000,ESTRADA DA SUICA,SN,,Centro,29640000.0,SANTA LEOPOLDINA,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES
NAME00000181,ME,,36408656018100,RUA DOM PEDRO II,360,LOJAS 07 E 08,GLORIA,29122300.0,VILA VELHA,ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00000182,ME,,36408656018200,AV ARI VALADAO,250,TERREO - LOJA 02,VALE ENCANTADO,,VILA VELHA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS"
NAME00000183,ME,N,36408656018300,RUA NITEROI,1, AREA RURAL,PARADA CRISTAL,29550000.0,JERÔNIMO MONTEIRO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000184,EPP,,36408656018400,AVENIDA CACHOEIRO DE ITAPEMIRIM,551,,RIVIERA DA BARRA,29126120.0,VILA VELHA,"ALUGUEL DE OUTRAS MÁQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR"
NAME00000185,EPP,N,36408656018500,RUA EUGENILIO RAMOS,591,LJ 01,JARDIM DA PENHA,29060130.0,VITÓRIA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00000186,EPP,,36408656018600,AVENIDA ALEGRE,1157,,ARACA,29901393.0,LINHARES,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00000187,ME,,36408656018700,AVENIDA VITORIA,1866,LOJA 02 ANEXO 1912 LOJA 1 2 E 3,ILHA DE SANTA MARIA,29051040.0,VITÓRIA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00000188,EPP,N,36408656018800,CREMILDA BATISTA FREITAS,71,SALA 101 NUMERO 57,SANTA LÚCIA,29056045.0,VITÓRIA,ATIVIDADES DE AGENCIAMENTO MARÍTIMO
NAME00000189,EPP,N,36408656018900,AVENIDA JERONIMO MONTEIRO 57,57,2 ANDAR,CENTRO,29010001.0,VITÓRIA,"COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS"
NAME00000190,ME,,36408656019000,AVENIDA ANTONIO BORGES,158,LOJAS 02 E 03 ED SAN MARINO,MATA DA PRAIA,29060510.0,VITÓRIA,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES"
NAME00000191,ME,N,36408656019100,RUA CRISTOVAO COLOMBO,100,2º ANDAR,CRISTOVAO COLOMBO,29106595.0,VILA VELHA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00000192,ME,,36408656019200,RUA REGINALDO NUNES,27,A,TIMBUI,29188000.0,FUNDÃO,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES
NAME00000193,ME,,36408656019300,AV NOSSA SENHORA DA PENHA,670,LJ 1,CENTRO,29360000.0,CASTELO,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO
NAME00000194,ME,,36408656019400,RUA ENGENHEIRO MANOEL P BARROS,S/N,,MARIO CIPRESTE,29000000.0,VITÓRIA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00000195,ME,,36408656019500,RUA JOSE BARROS DA SILVA,67,TERREO,CAMPO GRANDE,29146120.0,CARIACICA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000196,ME,N,36408656019600,RUA MOACYR SAUDINO,300,BOX 99,CENTRO,29240000.0,ALFREDO CHAVES,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MERCADORIAS EM GERAL NÃO ESPECIALIZADO
NAME00000197,ME,N,36408656019700,AVENIDA PRESIDENTE KENEDY,22,,CAMPO GRANDE,29140502.0,CARIACICA,"ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS"
NAME00000198,ME,N,36408656019800,RUA H,SN,QUADRA 05,NOVA SANTA CRUZ,29199970.0,ARACRUZ,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000199,ME,,36408656019900,RUA  DR. WANDERLEY,298, SALA 101,CENTRO,29500000.0,ALEGRE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00000200,ME,,36408656020000,"FAZENDA SERRA DA GIRONDA, KM 01",SN,,GIRONDA,29326000.0,CACHOEIRO DE ITAPEMIRIM,EXTRAÇÃO DE MÁRMORE E BENEFICIAMENTO ASSOCIADO
NAME00000201,ME,,36408656020100,RUA DIAMANTE,32,,SAO GERALDO,29146722.0,CARIACICA,RESTAURANTES E SIMILARES
NAME00000202,ME,,36408656020200,RODOVIA BR 262,56,LOJA: 03,TREVO DE PARAJU,29255000.0,MARECHAL FLORIANO,COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR
NAME00000203,ME,N,36408656020300,AVENIDA Jerônimo Monteiro,1015,EDIF TOP MODEL GLORIA;SALA 19;ANDAR 3;,Glória,29122725.0,VILA VELHA,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00000204,ME,,36408656020400,RUA JOSÉ FARIAS,134,"SALA 402, EDIFÍCIO MEDCENTER",SANTA LUÍZA,29045300.0,VITÓRIA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
NAME00000205,ME,N,36408656020500,RUA NICANOR MOTTA,97,,CENTRO,29930090.0,SÃO MATEUS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA
NAME00000206,ME,N,36408656020600,AVENIDA EXPEDITO GARCIA,113,,CAMPO GRANDE,29146201.0,CARIACICA,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00000207,ME,N,36408656020700,RODOVIA DO SOL,5260,"KM 7,5",BARRA DO JUCU,29102020.0,VILA VELHA,CONSTRUÇÃO DE EDIFÍCIOS
NAME00000208,EPP,N,36408656020800,RUA DESEMBARGADOR FERREIRA COELHO,236,"LOJA 04 SALA 1, 2 E 3 EDIF COMERCIAL OMEGA PLAZ",PRAIA DO SUÁ,29052210.0,VITÓRIA,COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS HOMEOPÁTICOS
NAME00000209,ME,,36408656020900,RUA ALCINO PEREIRA NETO,530,LOJA 01,JARDIM CAMBURI,29090540.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00000210,ME,,36408656021000,RUA ALEIXO NETO,596,,PRAIA DO CANTO,29045720.0,VITÓRIA,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO
NAME00000211,ME,,36408656021100,EST PANORAMA,S/N,SAO LUIZ,ZONA RURAL,29690000.0,ITAGUAÇU,EXTRAÇÃO DE GRANITO E BENEFICIAMENTO ASSOCIADO
NAME00000212,ME,,36408656021200,ROD NORTE SUL,S/N,BOX 140 - SETOR D,CIVIT II,29160970.0,SERRA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000213,ME,,36408656021300,RUA CORONEL DARCY PACHECO DE QUEIROZ,122,,SOTEMA,29152140.0,CARIACICA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000214,ME,N,36408656021400,RUA SAO GABRIEL,63,TERREOTERREO,CENTRO,29795000.0,ÁGUIA BRANCA,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
NAME00000215,ME,N,36408656021500,RUA CURTO ANTONIO,404,SALA 106,PENDANGA,29670000.0,IBIRAÇU,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
NAME00000216,ME,S,36408656021600,AVENIDA PEDROZA,10,,NITEROI,29285000.0,PIÚMA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES
NAME00000217,ME,S,36408656021700,RUA HERMINIA C GONCALVES,808,,CENTRO,29285000.0,PIÚMA,RESTAURANTES E SIMILARES
NAME00000218,ME,N,36408656021800,AV MARECHAL CAMPOS,581,,DE LOURDES,29042080.0,VITÓRIA,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00000219,ME,S,36408656021900,RUA FELISBERTO MODENESI,667,,BELA VISTA,29192086.0,ARACRUZ,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS
NAME00000220,ME,,36408656022000,AV CASTELO BRANCO,66,FUNDOS,CARAPINA,29160004.0,SERRA,OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS
NAME00000221,ME,N,36408656022100,AVENIDA RUI BARBOSA,3,,AVISO,29900000.0,LINHARES,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS USADOS PARA VEÍCULOS AUTOMOTORES
NAME00000222,ME,,36408656022200,RUA WALDEMAR VERCOSA PITANGA,237,LOJA: 02 E 03;,ITAPUA,29101521.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS
NAME00000223,ME,,36408656022300,AV. MARUIPE,2446,LOJA,MARUIPE,29045230.0,VITÓRIA,MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E MOTONETAS
NAME00000224,ME,,36408656022400,AV SETEMBRINO PELISSARI,SN,,CENTRO,29980000.0,PINHEIROS,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00000225,EPP,N,36408656022500,AVENIDA VISTA ALEGRE,128,,CENTRO,29927000.0,SOORETAMA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00000226,EPP,,36408656022600,AV. CARLOS DE MEDEIROS,542,,CENTRO,29730000.0,BAIXO GUANDU,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL"
NAME00000227,ME,N,36408656022700,CRG MIMOSO,SN,SITIO RECANTO,ZONA RURAL,29760000.0,ALTO RIO NOVO,TORREFAÇÃO E MOAGEM DE CAFÉ
NAME00000228,ME,N,36408656022800,RUA SANTOS DUMONT,19, TERREO,ROSÁRIO DE FÁTIMA,29161144.0,SERRA,OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE
NAME00000229,ME,N,36408656022900,RUA DA FIACAO,83,FUNDOS,ITACIBA,29150140.0,CARIACICA,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00000230,ME,,36408656023000,RUA CASIMIRO DE ABREU,28,SALA: 02;,INDUSTRIAL,29118717.0,VILA VELHA,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
NAME00000231,ME,,36408656023100,RUA PRESIDENTE VARGAS,140,,CENTRO,29185000.0,FUNDÃO,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00000232,ME,,36408656023200,PRACA DA MATRIZ,110,,CENTRO,29560000.0,GUAÇUÍ,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00000233,ME,,36408656023300,AV JOAO FELIPE CALMON,926,,CENTRO,29900000.0,LINHARES,COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA
NAME00000234,ME,N,36408656023400,RUA PEDRO BISSA,48,ANDAR 03 SALA 01,IRIRI,29230000.0,ANCHIETA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00000235,ME,,36408656023500,AVENIDA SILVIO AVIDOS,1541,A,SAO SILVANO,29706010.0,COLATINA,COMÉRCIO VAREJISTA DE VIDROS
NAME00000236,ME,,36408656023600,RUA DEZ,6,FUNDOS,JARDIM BELA VISTA,29177495.0,SERRA,FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL
NAME00000237,ME,,36408656023700,AVENIDA SANTO ANTONIO,50,,VILA RUBIM,29025100.0,VITÓRIA,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES
NAME00000238,ME,,36408656023800,RUA GETULIO VARGAS,285,"LOJA 03, CENTRO COMERCIAL QUATRO DE MARÇO",GLÓRIA,29122220.0,VILA VELHA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00000239,ME,,36408656023900,AV JOAO MENDES,100,,SANTA MONICA,29105180.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E COMPLEMENTOS
NAME00000240,ME,,36408656024000,RUA SANTA MARIA,240,FUNDOS,CENTRO,29700200.0,COLATINA,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
NAME00000241,ME,,36408656024100,AVENIDA RESPLENDOR,160,LOJA 01 E 02,PRAIA DE ITAPOA,29101522.0,VILA VELHA,RESTAURANTES E SIMILARES
NAME00000242,ME,,36408656024200,RUA NOGUEIRA DA GAMA,1024,,CENTRO,29900000.0,LINHARES,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00000243,EPP,,36408656024300,RODOVIA BR 101,SN,KM 344,VARZEA NOVA,29211970.0,GUARAPARI,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
